numero_processo,data_ajuizamento,tribunal,grau,nivel_sigilo,classe_codigo,classe_nome,orgao_julgador_codigo,orgao_julgador_nome,municipio_ibge,assuntos_nomes,duracao_processo_dias,ultimo_movimento_data,ultimo_movimento_codigo,ultimo_movimento_descricao
03034755620168240010,2016-12-16T09:49:29.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral,2043,2022-07-21T15:02:52.000Z,22,Baixa Definitiva
03034478820168240010,2016-12-14T11:19:16.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral|Atraso de vôo,2008,2022-06-15T11:26:56.000Z,22,Baixa Definitiva
03034418120168240010,2016-12-14T09:58:06.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral|Atraso de vôo,2045,2022-07-21T15:02:39.000Z,22,Baixa Definitiva
03032893320168240010,2016-11-30T11:58:01.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Acidente de Trânsito,1882,2022-01-25T15:53:56.000Z,22,Baixa Definitiva
03032572820168240010,2016-11-28T15:46:08.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Protesto Indevido de Título|Indenização por Dano Moral,2088,2022-08-18T12:51:01.000Z,22,Baixa Definitiva
03031638020168240010,2016-11-21T10:05:10.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Práticas Abusivas,1775,2021-10-01T15:01:17.000Z,22,Baixa Definitiva
50003982220198240010,2019-07-23T14:43:51.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral|Abuso de Poder,1696,2024-03-15T12:30:13.000Z,22,Baixa Definitiva
50004155820198240010,2019-07-24T16:04:10.000Z,TJSC,G1,0,156,Cumprimento de sentença,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral,1724,2024-04-12T16:08:13.000Z,22,Baixa Definitiva
50005004420198240010,2019-07-30T18:05:53.000Z,TJSC,G1,0,152,Liquidação de Sentença pelo Procedimento Comum,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Espécies de Sociedades|Valor da Execução / Cálculo / Atualização,1766,2024-05-31T15:10:55.000Z,22,Baixa Definitiva
50005048120198240010,2019-07-31T11:13:46.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Seguro,1668,2024-02-23T13:48:05.000Z,22,Baixa Definitiva
50005186520198240010,2019-08-01T00:30:24.000Z,TJSC,G1,0,12251,Execução de Título Judicial - CEJUSC,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Prestação de Serviços,1752,2024-05-18T03:54:35.000Z,22,Baixa Definitiva
50005775320198240010,2019-08-06T16:22:01.000Z,TJSC,G1,0,156,Cumprimento de sentença,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Protesto Indevido de Título,1710,2024-04-12T16:07:36.000Z,22,Baixa Definitiva
50006728320198240010,2019-08-13T10:02:14.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cartão de Crédito,1781,2024-06-29T01:07:00.000Z,22,Baixa Definitiva
50008659820198240010,2019-08-23T14:18:41.000Z,TJSC,G1,0,241,Petição Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Material,1655,2024-03-04T17:29:07.000Z,22,Baixa Definitiva
50008174220198240010,2019-08-21T10:57:20.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Espécies de Títulos de Crédito,1668,2024-03-15T12:36:58.000Z,22,Baixa Definitiva
50009378520198240010,2019-08-28T15:19:12.000Z,TJSC,G1,0,10980,Cumprimento Provisório de Decisão,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Pagamento|Multa Cominatória / Astreintes,1763,2024-06-26T09:14:28.000Z,581,Documento
50014842820198240010,2019-10-01T14:01:00.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Prescrição e Decadência,1605,2024-02-23T13:50:33.000Z,22,Baixa Definitiva
50016696620198240010,2019-10-11T11:16:56.000Z,TJSC,G1,0,241,Petição Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inadimplemento,1575,2024-02-02T22:38:27.000Z,22,Baixa Definitiva
50023157620198240010,2019-11-14T09:17:35.000Z,TJSC,G1,0,156,Cumprimento de sentença,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Prestação de Serviços,1611,2024-04-12T16:03:57.000Z,22,Baixa Definitiva
50030111520198240010,2019-12-17T10:06:34.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cartão de Crédito,1682,2024-07-25T18:25:00.000Z,85,Petição
50031385020198240010,2019-12-19T19:44:32.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Dever de Informação,1547,2024-03-15T12:35:32.000Z,22,Baixa Definitiva
50000108520208240010,2020-01-06T08:18:48.000Z,TJSC,G1,0,40,Monitória,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Contratos Bancários,1551,2024-04-05T09:05:49.000Z,581,Documento
50005451420208240010,2020-02-05T11:34:28.000Z,TJSC,G1,0,40,Monitória,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cheque,1458,2024-02-02T23:00:22.000Z,22,Baixa Definitiva
50007755620208240010,2020-02-17T10:53:32.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Prestação de Serviços,1421,2024-01-08T11:34:19.000Z,85,Petição
50007850320208240010,2020-02-17T15:23:40.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral,1450,2024-02-06T19:40:52.000Z,85,Petição
00021554019998240010,1999-08-11T00:00:00.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inadimplemento,9060,2024-05-31T16:36:49.000Z,22,Baixa Definitiva
00013821420078240010,2007-05-11T00:00:00.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inadimplemento,6251,2024-06-24T23:46:14.000Z,22,Baixa Definitiva
00006047320098240010,2009-02-26T00:00:00.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Transação,5569,2024-05-27T20:34:32.000Z,22,Baixa Definitiva
00011871920138240010,2013-03-05T00:00:00.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Contratos Bancários,4032,2024-04-16T09:09:12.000Z,581,Documento
03025984820188240010,2018-09-11T15:48:06.000Z,TJSC,G1,0,172,Embargos à Execução,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Revisão do Saldo Devedor,2121,2024-07-02T19:16:07.000Z,12281,Comunicação eletrônica
03019174420198240010,2019-06-14T16:05:36.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,1857,2024-07-15T12:59:48.000Z,581,Documento
03007944520188240010,2018-04-06T13:16:42.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Alienação Fiduciária,2219,2024-05-03T15:23:18.000Z,22,Baixa Definitiva
03012834820198240010,2019-04-22T15:53:57.000Z,TJSC,G1,0,172,Embargos à Execução,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Efeito Suspensivo / Impugnação / Embargos à Execução,1782,2024-03-08T17:49:10.000Z,22,Baixa Definitiva
03014500720158240010,2015-06-23T14:09:55.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Alienação Fiduciária,3261,2024-06-07T14:46:21.000Z,22,Baixa Definitiva
03010140920198240010,2019-04-02T10:00:44.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cartão de Crédito,1767,2024-02-02T22:49:26.000Z,22,Baixa Definitiva
03032746420168240010,2016-11-29T16:47:01.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Consórcio,2626,2024-02-07T23:53:20.000Z,22,Baixa Definitiva
03029778620188240010,2018-10-11T16:55:20.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Espécies de Títulos de Crédito|Nota Promissória,2058,2024-05-31T15:05:31.000Z,22,Baixa Definitiva
03032105420168240010,2016-11-24T10:34:28.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cédula de Crédito Bancário,2699,2024-04-15T17:38:50.000Z,22,Baixa Definitiva
03015514320178240020,2017-02-21T13:40:11.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Condomínio,2532,2024-01-30T00:09:47.000Z,85,Petição
00037398820128240010,2012-08-27T00:00:00.000Z,TJSC,G1,0,39,Inventário,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inventário e Partilha,4265,2024-05-18T04:00:31.000Z,22,Baixa Definitiva
03018637820198240010,2019-06-10T15:36:04.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,1739,2024-03-15T12:40:22.000Z,22,Baixa Definitiva
03018499420198240010,2019-06-10T11:03:31.000Z,TJSC,G1,0,156,Cumprimento de sentença,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Execução Fiscal ,1812,2024-05-27T09:14:47.000Z,581,Documento
03011458120198240010,2019-04-11T15:05:58.000Z,TJSC,G1,0,156,Cumprimento de sentença,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Assinatura Básica Mensal,1754,2024-02-02T23:03:28.000Z,22,Baixa Definitiva
05001313020098240010,2009-12-14T00:00:00.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cédula de Crédito Bancário,5163,2024-02-02T22:43:31.000Z,22,Baixa Definitiva
03030575020188240010,2018-10-19T15:53:31.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cláusulas Abusivas,2073,2024-06-28T11:31:09.000Z,85,Petição
03006342520158240010,2015-03-25T15:54:08.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Alienação Fiduciária|Pagamento em Consignação|Compensação|Interpretação / Revisão de Contrato|Antecipação de Tutela / Tutela Específica|Capitalização / Anatocismo|Limitação de Juros,3236,2024-02-02T23:04:45.000Z,22,Baixa Definitiva
03010790420198240010,2019-04-05T17:25:08.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito|Indenização por Dano Moral,1764,2024-02-02T22:49:00.000Z,22,Baixa Definitiva
03034050520178240010,2017-11-16T15:49:41.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Seguro,2356,2024-04-29T17:09:27.000Z,85,Petição
03030064420158240010,2015-11-23T19:06:14.000Z,TJSC,G1,0,172,Embargos à Execução,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Pagamento,3013,2024-02-23T13:48:43.000Z,22,Baixa Definitiva
03030664620178240010,2017-10-17T16:50:24.000Z,TJSC,G1,0,81,Busca e Apreensão em Alienação Fiduciária,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Alienação Fiduciária,2330,2024-03-04T17:28:03.000Z,22,Baixa Definitiva
03072478520168240023,2016-07-01T14:53:39.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Seguro,2855,2024-04-26T09:13:45.000Z,581,Documento
03012786020188240010,2018-05-10T14:44:38.000Z,TJSC,G1,0,40,Monitória,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cédula de Crédito Bancário|Mútuo,2094,2024-02-02T22:48:07.000Z,22,Baixa Definitiva
03004615920198240010,2019-02-15T16:16:08.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito|Indenização por Dano Moral,1813,2024-02-02T22:51:13.000Z,22,Baixa Definitiva
03020664020198240010,2019-06-27T20:00:41.000Z,TJSC,G1,0,172,Embargos à Execução,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Erro de Procedimento,1701,2024-02-23T13:47:39.000Z,22,Baixa Definitiva
03016195220198240010,2019-05-22T10:17:53.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,1738,2024-02-23T13:38:18.000Z,22,Baixa Definitiva
03017944620198240010,2019-06-03T16:49:13.000Z,TJSC,G1,0,40,Monitória,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Contratos Bancários,1760,2024-03-28T21:05:55.000Z,22,Baixa Definitiva
03017113020198240010,2019-05-28T15:45:54.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,1877,2024-07-18T09:06:32.000Z,581,Documento
50014501920208240010,2020-03-25T17:19:25.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral|Indenização por Dano Material,1450,2024-03-15T12:36:26.000Z,22,Baixa Definitiva
03036440920178240010,2017-12-08T12:01:31.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inclusão Indevida em Cadastro de Inadimplentes,2390,2024-06-24T18:58:37.000Z,85,Petição
00011983820198240010,2019-06-19T18:21:43.000Z,TJSC,G1,0,156,Cumprimento de sentença,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Assinatura Básica Mensal,1664,2024-01-09T09:01:22.000Z,581,Documento
00037952920098240010,2009-10-01T00:00:00.000Z,TJSC,G1,0,156,Cumprimento de sentença,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cheque,5352,2024-05-27T16:27:17.000Z,22,Baixa Definitiva
03017347820168240010,2016-07-05T08:37:13.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Compromisso,2908,2024-06-21T13:27:52.000Z,22,Baixa Definitiva
03003707120168240010,2016-02-19T15:03:52.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cheque,2946,2024-03-15T12:33:18.000Z,22,Baixa Definitiva
03017892920168240010,2016-07-08T16:42:26.000Z,TJSC,G1,0,40,Monitória,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cheque,2764,2024-02-02T22:45:38.000Z,22,Baixa Definitiva
00012729220198240010,2019-07-05T18:47:32.000Z,TJSC,G1,0,156,Cumprimento de sentença,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cheque,1804,2024-06-13T16:33:42.000Z,12142,Mudança de Parte
03020770620188240010,2018-07-27T11:01:13.000Z,TJSC,G1,0,39,Inventário,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inventário e Partilha|Assistência Judiciária Gratuita,2180,2024-07-15T14:11:52.000Z,22,Baixa Definitiva
03037965720178240010,2017-12-19T19:19:49.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral,2277,2024-03-15T12:26:58.000Z,22,Baixa Definitiva
03001827320198240010,2019-01-24T10:00:15.000Z,TJSC,G1,0,74,Alvará Judicial - Lei 6858/80,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Levantamento de Valor,1954,2024-05-31T16:15:27.000Z,22,Baixa Definitiva
03025127720188240010,2018-09-03T20:56:20.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inclusão Indevida em Cadastro de Inadimplentes,2047,2024-04-12T16:12:06.000Z,22,Baixa Definitiva
03013718620198240010,2019-04-30T11:05:31.000Z,TJSC,G1,0,74,Alvará Judicial - Lei 6858/80,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Levantamento de Valor,1809,2024-04-12T16:13:12.000Z,22,Baixa Definitiva
03014890420158240010,2015-06-29T09:52:28.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Transação,3272,2024-06-21T20:51:21.000Z,22,Baixa Definitiva
03013885920188240010,2018-05-18T18:41:54.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral,2148,2024-04-05T16:03:39.000Z,22,Baixa Definitiva
03034524220188240010,2018-11-23T17:19:12.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Erro de Procedimento|Indenização por Dano Material,2011,2024-05-27T16:24:55.000Z,22,Baixa Definitiva
03008204820158240010,2015-04-13T18:00:57.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Material|Perdas e Danos|Indenização por Dano Moral,3180,2024-02-23T13:42:56.000Z,22,Baixa Definitiva
03032001020168240010,2016-11-23T14:27:59.000Z,TJSC,G1,0,172,Embargos à Execução,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Nota Promissória,2602,2024-01-08T15:16:10.000Z,22,Baixa Definitiva
03007309820198240010,2019-03-12T17:22:36.000Z,TJSC,G1,0,156,Cumprimento de sentença,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Execução Fiscal ,1878,2024-05-03T09:02:06.000Z,581,Documento
03015675620198240010,2019-05-17T14:43:22.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral,1722,2024-02-02T22:46:30.000Z,22,Baixa Definitiva
03018810220198240010,2019-06-11T16:44:03.000Z,TJSC,G1,0,156,Cumprimento de sentença,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Erro de Procedimento,1709,2024-02-15T01:27:50.000Z,1051,Decurso de Prazo
00006158819988240010,1998-06-08T00:00:00.000Z,TJSC,G1,0,30,Arrolamento Comum,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inventário e Partilha,9391,2024-02-23T13:40:56.000Z,22,Baixa Definitiva
03036776220188240010,2018-12-13T10:43:31.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Acidente de Trânsito,1877,2024-02-02T22:43:55.000Z,22,Baixa Definitiva
03015476520198240010,2019-05-16T20:24:10.000Z,TJSC,G1,0,172,Embargos à Execução,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Erro de Procedimento,1743,2024-02-23T13:48:17.000Z,22,Baixa Definitiva
00026313420068240010,2006-08-28T00:00:00.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Erro de Procedimento,6409,2024-03-15T12:36:04.000Z,22,Baixa Definitiva
00021745520138240010,2013-05-21T00:00:00.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cheque,4051,2024-07-10T14:48:02.000Z,22,Baixa Definitiva
03021053720198240010,2019-07-02T13:40:02.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,1739,2024-04-05T16:03:05.000Z,22,Baixa Definitiva
50015073720208240010,2020-03-31T16:01:34.000Z,TJSC,G1,0,241,Petição Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Seguro,1408,2024-02-07T20:14:24.000Z,22,Baixa Definitiva
50018771620208240010,2020-04-28T15:54:32.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral|Práticas Abusivas,1375,2024-02-02T22:37:42.000Z,22,Baixa Definitiva
50018962220208240010,2020-04-29T14:24:30.000Z,TJSC,G1,0,156,Cumprimento de sentença,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inadimplemento|Obrigação de Fazer / Não Fazer,1482,2024-05-21T09:47:37.000Z,581,Documento
50036153920208240010,2020-08-17T12:02:21.000Z,TJSC,G1,0,156,Cumprimento de sentença,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Contratos Bancários,1400,2024-06-17T16:14:27.000Z,898,Por decisão judicial
50037002520208240010,2020-08-21T15:42:37.000Z,TJSC,G1,0,156,Cumprimento de sentença,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Espécies de Títulos de Crédito,1423,2024-07-15T14:05:20.000Z,22,Baixa Definitiva
50038414420208240010,2020-08-28T17:12:17.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Alienação Fiduciária,1322,2024-04-12T16:00:10.000Z,22,Baixa Definitiva
50038890320208240010,2020-09-02T13:29:17.000Z,TJSC,G1,0,39,Inventário,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inventário e Partilha,1353,2024-05-18T03:44:01.000Z,22,Baixa Definitiva
50052600220208240010,2020-11-19T10:00:03.000Z,TJSC,G1,0,241,Petição Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Locação de Imóvel|Tutela de Urgência|Requerimento de Reintegração de Posse,1240,2024-04-12T15:58:27.000Z,22,Baixa Definitiva
03031016920188240010,2018-10-25T11:22:57.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Material|Indenização por Dano Moral,1968,2024-03-15T12:41:35.000Z,22,Baixa Definitiva
50052895220208240010,2020-11-20T15:57:12.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Bancários,1285,2024-05-29T13:26:08.000Z,85,Petição
03029954920148240010,2014-12-03T17:18:48.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Nota Promissória,3489,2024-06-24T12:47:43.000Z,123,Remessa
50053129520208240010,2020-11-23T16:36:16.000Z,TJSC,G1,0,241,Petição Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Material|Indenização por Dano Moral,1305,2024-06-21T13:21:05.000Z,22,Baixa Definitiva
50054116520208240010,2020-11-28T17:27:34.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Nota Promissória,1256,2024-05-08T16:57:35.000Z,898,Por decisão judicial
50053709820208240010,2020-11-26T08:28:28.000Z,TJSC,G1,0,81,Busca e Apreensão em Alienação Fiduciária,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Alienação Fiduciária,1154,2024-01-24T09:01:06.000Z,581,Documento
03037901620188240010,2018-12-20T17:20:59.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Alienação Fiduciária,1978,2024-05-20T22:15:31.000Z,22,Baixa Definitiva
00027115120138240010,2013-06-18T00:00:00.000Z,TJSC,G1,0,12134,Tutela Cautelar Antecedente,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Sociedade |Liminar ,3881,2024-02-02T23:06:01.000Z,22,Baixa Definitiva
50055830720208240010,2020-12-07T23:08:21.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Empréstimo consignado,1126,2024-01-08T15:19:40.000Z,22,Baixa Definitiva
